municipality_id,internal_item_id,decision_basis,category_ids,category_names,basis_source_ids,basis_locators,condition_review_required,decision_status,notes
M010,I012,GENERAL_RULE_DERIVED,C-M010-09,プラスチック製容器包装,S-M010-01,プラスチック製容器包装,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I013,OFFICIAL_RULE_DERIVED,C-M010-01,新聞,S-M010-01,新聞,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I014,OFFICIAL_RULE_DERIVED,C-M010-02,ダンボール,S-M010-01,ダンボール,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I015,OFFICIAL_RULE_DERIVED,C-M010-03,雑誌・その他の紙,S-M010-01,雑誌・その他の紙,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I016,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I017,OFFICIAL_RULE_DERIVED,C-M010-04,紙パック,S-M010-01,紙パック,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I018,OFFICIAL_RULE_DERIVED,C-M010-10,焼却ごみ,S-M010-01,焼却ごみ,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I019,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I020,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I021,OFFICIAL_RULE_DERIVED,C-M010-05,布類,S-M010-01,布類,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I022,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I023,OFFICIAL_RULE_DERIVED,C-M010-11,不燃ごみ,S-M010-01,不燃ごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I024,GENERAL_RULE_DERIVED,C-M010-11,不燃ごみ,S-M010-01,不燃ごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I025,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I026,OFFICIAL_RULE_DERIVED,C-M010-13,危険ごみ（その他危険ごみ）,S-M010-01,危険ごみ（その他危険ごみ）,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I027,OFFICIAL_RULE_DERIVED,C-M010-12,危険ごみ（電池類）,S-M010-01,危険ごみ（電池類）,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I028,OFFICIAL_RULE_DERIVED,C-M010-12,危険ごみ（電池類）,S-M010-01,危険ごみ（電池類）,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I029,OFFICIAL_RULE_DERIVED,C-M010-12,危険ごみ（電池類）,S-M010-01,危険ごみ（電池類）,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I030,OFFICIAL_RULE_DERIVED,C-M010-13,危険ごみ（その他危険ごみ）,S-M010-01,危険ごみ（その他危険ごみ）,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I031,OFFICIAL_RULE_DERIVED,C-M010-13,危険ごみ（その他危険ごみ）,S-M010-01,危険ごみ（その他危険ごみ）,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I032,OFFICIAL_RULE_DERIVED,C-M010-13,危険ごみ（その他危険ごみ）,S-M010-01,危険ごみ（その他危険ごみ）,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I033,OFFICIAL_RULE_DERIVED,C-M010-13,危険ごみ（その他危険ごみ）,S-M010-01,危険ごみ（その他危険ごみ）,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I034,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I035,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I036,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I037,UNRESOLVED,,,,,TRUE,UNRESOLVED,既存mappingの全branchをCURRENT公式category ruleで裏付けられないため未解決。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I038,UNRESOLVED,,,,,TRUE,UNRESOLVED,既存mappingの全branchをCURRENT公式category ruleで裏付けられないため未解決。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I039,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M010,I040,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I001,OFFICIAL_RULE_DERIVED,C-M011-04,ペットボトル,S-M011-02,ペットボトル,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I002,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I003,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I004,OFFICIAL_RULE_DERIVED,C-M011-08,アルミ缶・スチール缶,S-M011-02,アルミ缶・スチール缶,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I005,OFFICIAL_RULE_DERIVED,C-M011-08,アルミ缶・スチール缶,S-M011-02,アルミ缶・スチール缶,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I006,OFFICIAL_RULE_DERIVED,C-M011-05|C-M011-06|C-M011-07,無色透明びん|茶色びん|その他の色のびん,S-M011-02,無色透明びん|茶色びん|その他の色のびん,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I007,OFFICIAL_RULE_DERIVED,C-M011-09,白色トレイ,S-M011-02,白色トレイ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I008,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I009,GENERAL_RULE_DERIVED,C-M011-03,プラスチック資源（容器包装及びプラスチック製品）,S-M011-02,プラスチック資源（容器包装及びプラスチック製品）,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I010,GENERAL_RULE_DERIVED,C-M011-03,プラスチック資源（容器包装及びプラスチック製品）,S-M011-02,プラスチック資源（容器包装及びプラスチック製品）,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I011,GENERAL_RULE_DERIVED,C-M011-03,プラスチック資源（容器包装及びプラスチック製品）,S-M011-02,プラスチック資源（容器包装及びプラスチック製品）,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I012,GENERAL_RULE_DERIVED,C-M011-03,プラスチック資源（容器包装及びプラスチック製品）,S-M011-02,プラスチック資源（容器包装及びプラスチック製品）,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I013,OFFICIAL_RULE_DERIVED,C-M011-11,古新聞・古雑誌・段ボール・古布・その他の紙,S-M011-02,古新聞・古雑誌・段ボール・古布・その他の紙,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I014,OFFICIAL_RULE_DERIVED,C-M011-11,古新聞・古雑誌・段ボール・古布・その他の紙,S-M011-02,古新聞・古雑誌・段ボール・古布・その他の紙,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I015,OFFICIAL_RULE_DERIVED,C-M011-11,古新聞・古雑誌・段ボール・古布・その他の紙,S-M011-02,古新聞・古雑誌・段ボール・古布・その他の紙,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I016,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I017,OFFICIAL_RULE_DERIVED,C-M011-10,紙パック,S-M011-02,紙パック,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I018,OFFICIAL_RULE_DERIVED,C-M011-01,燃えるごみ,S-M011-02,燃えるごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I019,GENERAL_RULE_DERIVED,C-M011-01,燃えるごみ,S-M011-02,燃えるごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I020,GENERAL_RULE_DERIVED,C-M011-01,燃えるごみ,S-M011-02,燃えるごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I021,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I022,OFFICIAL_RULE_DERIVED,C-M011-02,燃えないごみ,S-M011-02,燃えないごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I023,GENERAL_RULE_DERIVED,C-M011-02,燃えないごみ,S-M011-02,燃えないごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I024,OFFICIAL_RULE_DERIVED,C-M011-02,燃えないごみ,S-M011-02,燃えないごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I025,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I026,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I027,OFFICIAL_RULE_DERIVED,C-M011-12,危険な物,S-M011-02,危険な物,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I028,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I029,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I030,OFFICIAL_RULE_DERIVED,C-M011-12,危険な物,S-M011-02,危険な物,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I031,OFFICIAL_RULE_DERIVED,C-M011-12,危険な物,S-M011-02,危険な物,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I032,OFFICIAL_RULE_DERIVED,C-M011-12,危険な物,S-M011-02,危険な物,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I033,OFFICIAL_RULE_DERIVED,C-M011-12,危険な物,S-M011-02,危険な物,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I034,OFFICIAL_RULE_DERIVED,C-M011-02,燃えないごみ,S-M011-02,燃えないごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I035,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I036,OFFICIAL_RULE_DERIVED,C-M011-01,燃えるごみ,S-M011-02,燃えるごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I037,UNRESOLVED,,,,,TRUE,UNRESOLVED,既存mappingの全branchをCURRENT公式category ruleで裏付けられないため未解決。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I038,UNRESOLVED,,,,,TRUE,UNRESOLVED,既存mappingの全branchをCURRENT公式category ruleで裏付けられないため未解決。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I039,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M011,I040,OFFICIAL_RULE_DERIVED,C-M011-01|C-M011-14,燃えるごみ|剪定枝,S-M011-02,燃えるごみ|剪定枝,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I001,DIRECT_ITEM,C-M012-09,ペットボトル,S-M012-02,text-match:ペットボトル + ペットボトル,FALSE,CATEGORY_SUPPORTED,全既存branchで公式資料中の品目表記とcategoryの直接候補あり。 collector_status=ALL_EXISTING_BRANCHES_HAVE_DIRECT_CANDIDATE
M012,I002,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=ONE_INFERRED_CATEGORY_CANDIDATE
M012,I003,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I004,OFFICIAL_RULE_DERIVED,C-M012-07,かん,S-M012-02,p27 かん・びん・ペットボトル,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I005,OFFICIAL_RULE_DERIVED,C-M012-07,かん,S-M012-02,p27 かん・びん・ペットボトル,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I006,OFFICIAL_RULE_DERIVED,C-M012-08,びん,S-M012-02,p27 かん・びん・ペットボトル,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I007,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I008,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I009,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I010,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I011,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I012,OFFICIAL_RULE_DERIVED,C-M012-06,その他プラスチック,S-M012-02,p26 その他プラスチック,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I013,OFFICIAL_RULE_DERIVED,C-M012-10,新聞,S-M012-02,p28 紙類,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I014,OFFICIAL_RULE_DERIVED,C-M012-13,段ボール,S-M012-02,p28 紙類,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I015,OFFICIAL_RULE_DERIVED,C-M012-11,雑誌,S-M012-02,p28 紙類,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I016,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I017,OFFICIAL_RULE_DERIVED,C-M012-14,紙パック,S-M012-02,p28 紙類,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I018,OFFICIAL_RULE_DERIVED,C-M012-01,燃やせるごみ,S-M012-02,p23 燃やせるごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I019,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I020,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I021,OFFICIAL_RULE_DERIVED,C-M012-15,布類,S-M012-02,p28 布類,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I022,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I023,OFFICIAL_RULE_DERIVED,C-M012-02,燃やせないごみ,S-M012-02,p24 燃やせないごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M012,I024,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
